"gid","funderid","fundername","awardid"
"1199","https://openalex.org/F4320337392","Division of Electrical, Communications and Cyber Systems","ECCS-1920840"
"1200","https://openalex.org/F4320337345","Office of Naval Research","N00014-19-1-2004"
"1201","https://openalex.org/F4320321019","University Grants Committee","GRF 15303521"
"1202","https://openalex.org/F4320320709","National Research Foundation Singapore","NRF-NRFI06-2020-0005"
"1203","https://openalex.org/F4320321594","Consejo Nacional de Investigaciones Científicas y Técnicas","PIP 112 202001"
"1204","https://openalex.org/F4320320751","Ministry of Education - Singapore","MOE2016-T3-1-006"
"1205","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-21-1-0312"
"1206","https://openalex.org/F4320323257","Universidad de Buenos Aires","20020190200296BA"
"1207","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-18-1-0354"
"1208","https://openalex.org/F4320309893","City University of Hong Kong","SRG-Fd 7005867"
"1209","https://openalex.org/F4320334832","Agencia Nacional de Promoción Científica y Tecnológica","PICT 2019-01886"
"1210","https://openalex.org/F4320320709","National Research Foundation Singapore","NRF-NRFI2017-01"
"1211","https://openalex.org/F4320337345","Office of Naval Research","N00014-16-1-2630"
"1212","https://openalex.org/F4320326441","Institute for Basic Science","IBS-R006-A1"
"1213","https://openalex.org/F4320326441","Institute for Basic Science","IBS-R006-D1"
"1214","https://openalex.org/F4320321114","Bundesministerium für Bildung und Forschung","13GW0230A"
"1215","https://openalex.org/F4320321773","Fraunhofer-Gesellschaft","Attract 178-600040"
"1216","https://openalex.org/F4320330135","Consejería de Conocimiento, Investigación y Universidad, Junta de Andalucía","US-1381657"
"1217","https://openalex.org/F4320335598","Agencia Estatal de Investigación","2021-121787-I00"
"1218","https://openalex.org/F4320309895","Carl-Zeiss-Stiftung","InteReg"
"1219","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","335447717"
"1220","https://openalex.org/F4320335598","Agencia Estatal de Investigación","10.13039/501100011033"
"1221","https://openalex.org/F4320321739","Consejo Nacional de Ciencia y Tecnología","862535"
"1222","https://openalex.org/F4320337346","National Institute of Mental Health","R61 MH135106"
"1223","https://openalex.org/F4320337347","National Institute on Drug Abuse","DA045550"
"1224","https://openalex.org/F4320309895","Carl-Zeiss-Stiftung","Leibniz Campus NanoBrain"
"1225","https://openalex.org/F4320321114","Bundesministerium für Bildung und Forschung","01DR19006"
"1226","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","390715994"
"1227","https://openalex.org/F4320337359","National Institute of Neurological Disorders and Stroke","R03-NS118156"
"1228","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","RE 1203/38-1. SIREN"
"1229","https://openalex.org/F4320335598","Agencia Estatal de Investigación","2022-138957NB-100"
"1230","https://openalex.org/F4320321042","Fundacja na rzecz Nauki Polskiej","POIR.04.04.00-00-5ED7/18-00"
"1231","https://openalex.org/F4320337346","National Institute of Mental Health","R01MH111872"
"1232","https://openalex.org/F4320320300","European Commission","2020SGR00166"
"1233","https://openalex.org/F4320320879","Deutsche Forschungsgemeinschaft","408076438"
"1234","https://openalex.org/F4320337346","National Institute of Mental Health","R01MH094730"
"1235","https://openalex.org/F4320337367","Division of Materials Research","2003849"
"1236","https://openalex.org/F4320332999","Horizon 2020 Framework Programme","846794"
"1237","https://openalex.org/F4320335598","Agencia Estatal de Investigación","2020-120306RB-I00"
"1238","https://openalex.org/F4320335598","Agencia Estatal de Investigación","2019-105530GB-I00"
"1239","https://openalex.org/F4320321114","Bundesministerium für Bildung und Forschung","161L0278A"
"1240","https://openalex.org/F4320332999","Horizon 2020 Framework Programme","860942"
"1241","https://openalex.org/F4320337593","National Center for Complementary and Integrative Health","R21-AT010933"
"1242","https://openalex.org/F4320334771","Science and Engineering Research Board","SRG/2022/000135"
"1243","https://openalex.org/F4320320300","European Commission","2021PFR-URV-B2-02"
"1244","https://openalex.org/F4320337390","Division of Chemical, Bioengineering, Environmental, and Transport Systems","2138587"
"1245","https://openalex.org/F4320338281","Army Research Office","W911NF-19-1-0279"
"1246","https://openalex.org/F4320337480","Basic Energy Sciences","DESC0004871"
"1247","https://openalex.org/F4320321001","National Natural Science Foundation of China","52076002"
"1248","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-1-2026"
"1249","https://openalex.org/F4320337345","Office of Naval Research","N00014-20-S-B001"
"1250","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFF0502600"
"1251","https://openalex.org/F4320321001","National Natural Science Foundation of China","U2267211"
"1252","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2023M742531"
"1253","https://openalex.org/F4320332186","Defense Threat Reduction Agency","HDTRA12020002"
"1254","https://openalex.org/F4320322769","Natural Science Foundation of Jiangsu Province","BK20210711"
"1255","https://openalex.org/F4320335777","National Key Research and Development Program of China","2021YFB3201000"
"1256","https://openalex.org/F4320326708","Suzhou Municipal Science and Technology Bureau","ZXL2022455"
"1257","https://openalex.org/F4320321592","Research Grants Council, University Grants Committee","CityU 11217720"
"1258","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R01CA247441"
"1259","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R01CA254351"
"1260","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R01CA131217"
"1261","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","P01CA261669"
"1262","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R03CA256764"
"1263","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R43CA224642"
"1264","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R01CA266013"
"1265","https://openalex.org/F4320309123","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","R01CA260857"
"1266","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-21-1-0738"
"1267","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH-19-1-0284"
"1268","https://openalex.org/F4320324856","Southeast University","2024FGC1007"
"1269","https://openalex.org/F4320335471","Jiangsu Planned Projects for Postdoctoral Research Funds","2022ZB85"
"1270","https://openalex.org/F4320321001","National Natural Science Foundation of China","22305036"
"1271","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0423"
"1272","https://openalex.org/F4320322769","Natural Science Foundation of Jiangsu Province","BK20220815"
"1273","https://openalex.org/F4320322769","Natural Science Foundation of Jiangsu Province","BK20241291"
"1274","https://openalex.org/F4320321001","National Natural Science Foundation of China","62401135"
"1275","https://openalex.org/F4320335777","National Key Research and Development Program of China","2024YFE0100400"
"1276","https://openalex.org/F4320332447","U.S. Army","W52P1J-21-9-3023"
"1277","https://openalex.org/F4320337708","Bioenergy Technologies Office","EE0008926"
"1278","https://openalex.org/F4320333566","National Defense Science and Engineering Graduate","FA9550-21-F-0003"
"1279","https://openalex.org/F4320306076","National Science Foundation","2018253421"
"1280","https://openalex.org/F4320338185","Centre of Excellence in Exciton Science","CE170100026"
"1281","https://openalex.org/F4320337480","Basic Energy Sciences","DE-SC0022036"
"1282","https://openalex.org/F4320332359","Office of Science","DE-AC02-06CH11357"
"1283","https://openalex.org/F4320337392","Division of Electrical, Communications and Cyber Systems","ECCS-2025633"
"1284","https://openalex.org/F4320338281","Army Research Office","W911NF-15-1-0447"
"1285","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1504603"
"1286","https://openalex.org/F4320321001","National Natural Science Foundation of China","22172163"
"1287","https://openalex.org/F4320321001","National Natural Science Foundation of China","21991094"
"1288","https://openalex.org/F4320321001","National Natural Science Foundation of China","22025206"
"1289","https://openalex.org/F4320306076","National Science Foundation","DGE-1842165"
"1290","https://openalex.org/F4320335777","National Key Research and Development Program of China","2022YFA1402901"
"1291","https://openalex.org/F4320321001","National Natural Science Foundation of China","12188101"
"1292","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2021B0301030005"
"1293","https://openalex.org/F4320321001","National Natural Science Foundation of China","11991061"
"1294","https://openalex.org/F4320321001","National Natural Science Foundation of China","11825403"
"1295","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00112390109"
"1296","https://openalex.org/F4320337393","Division of Chemistry","CHE-2304946"
"1297","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR001-119-S-0048"
"1298","https://openalex.org/F4320334977","Beijing Municipal Natural Science Foundation","2222028"
"1299","https://openalex.org/F4320323110","Beijing Institute of Technology","2021CX01026"
"1300","https://openalex.org/F4320321001","National Natural Science Foundation of China","22273004"
"1301","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","20720220008"
"1302","https://openalex.org/F4320327721","K. C. Wong Education Foundation","GJTD-2020-08"
"1303","https://openalex.org/F4320338281","Army Research Office","W911NF2010188"
"1304","https://openalex.org/F4320335777","National Key Research and Development Program of China","2023YFE0124200"
"1305","https://openalex.org/F4320321001","National Natural Science Foundation of China","22325402"
"1306","https://openalex.org/F4320321001","National Natural Science Foundation of China","22174073"
"1307","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0271"
"1308","https://openalex.org/F4320323021","Nankai University","63181206"
"1309","https://openalex.org/F4320323993","Natural Science Foundation of Tianjin City","21JCJQJC00010"
"1310","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550-22-1-0526"
"1311","https://openalex.org/F4320338258","Engineer Research and Development Center","W912HZ-21-2-0050"
